user_id,user_group,feedback_id,timestamp_utc,module,scenario,meeting_duration_seconds,llm_used
104,GROUP_006,196,2026-07-29 18:51:18,act,scenario8,454.607703,GPT-4o-mini
104,GROUP_006,195,2026-07-29 18:40:12,imclerkship,scenario1,345.042837,HAL
103,GROUP_006,194,2026-07-29 13:04:50,act,scenario13,602.52071,GPT-4o-mini
103,GROUP_006,193,2026-07-29 12:47:11,act,scenario17,336.003272,HAL
99,GROUP_006,192,2026-07-28 21:41:51,act,scenario8,243.683643,HAL
100,GROUP_006,191,2026-07-28 21:01:37,dental,scenario21,287.869225,GPT-4o-mini
100,GROUP_006,190,2026-07-28 20:54:23,imclerkship,scenario1,329.448968,HAL
100,GROUP_006,189,2026-07-28 20:36:19,imclerkship,scenario1,148.593326,HAL
99,GROUP_006,188,2026-07-28 19:12:46,imclerkship,scenario1,501.47722,GPT-4o-mini
98,GROUP_006,187,2026-07-28 18:11:23,imclerkship,scenario1,495.338571,GPT-4o-mini
98,GROUP_006,186,2026-07-28 18:00:18,act,scenario8,250.61726,HAL
68,GROUP_008,185,2026-07-28 15:55:45,imclerkship,scenario1,418.602713,GPT-4o-mini
68,GROUP_008,183,2026-07-27 16:30:05,act,scenario9,526.991855,HAL
68,GROUP_008,182,2026-07-27 16:02:53,act,scenario18,607.517553,GPT-4o-mini
95,GROUP_006,181,2026-07-22 02:13:18,imclerkship,scenario2,206.926117,HAL
95,GROUP_006,180,2026-07-22 02:06:57,act,scenario13,196.120679,GPT-4o-mini
93,GROUP_006,179,2026-07-21 09:53:25,imclerkship,scenario2,350.404478,GPT-4o-mini
93,GROUP_006,178,2026-07-21 09:43:50,imclerkship,scenario1,278.210205,HAL
94,GROUP_006,177,2026-07-21 07:51:21,act,scenario8,261.499871,HAL
94,GROUP_006,176,2026-07-21 07:45:18,act,scenario10,231.231428,GPT-4o-mini
92,GROUP_006,175,2026-07-20 20:35:32,dental,scenario24,381.506027,HAL
79,GROUP_006,174,2026-07-20 20:26:57,dental,scenario3,248.475104,GPT-4o-mini
92,GROUP_006,173,2026-07-20 20:26:02,dental,scenario21,298.349887,GPT-4o-mini
79,GROUP_006,172,2026-07-20 20:19:42,imclerkship,scenario1,230.612451,HAL
87,GROUP_006,171,2026-07-20 18:58:26,act,scenario8,343.698546,HAL
87,GROUP_006,170,2026-07-20 18:50:36,imclerkship,scenario1,346.554025,GPT-4o-mini
91,GROUP_006,169,2026-07-20 16:01:21,dental,scenario20,188.353242,GPT-4o-mini
91,GROUP_006,168,2026-07-20 15:54:29,dental,scenario21,256.346401,HAL
81,GROUP_006,167,2026-07-18 21:39:17,act,scenario18,565.445123,HAL
81,GROUP_006,166,2026-07-18 21:23:57,act,scenario9,490.698107,GPT-4o-mini
89,GROUP_006,165,2026-07-16 22:17:12,act,scenario13,201.695166,GPT-4o-mini
82,GROUP_006,164,2026-07-16 22:11:12,imclerkship,scenario2,290.466817,HAL
89,GROUP_006,163,2026-07-16 22:11:11,act,scenario18,288.378377,HAL
80,GROUP_006,162,2026-07-16 19:54:20,imclerkship,scenario1,222.254029,HAL
80,GROUP_006,161,2026-07-16 19:37:27,act,scenario8,200.752336,GPT-4o-mini
86,GROUP_006,155,2026-07-16 13:49:56,dental,scenario22,235.505076,HAL
86,GROUP_006,153,2026-07-16 13:44:56,act,scenario12,259.160762,GPT-4o-mini
83,GROUP_006,152,2026-07-16 13:08:44,act,scenario12,311.001369,GPT-4o-mini
82,GROUP_006,151,2026-07-15 13:31:01,imclerkship,scenario1,486.851332,GPT-4o-mini
78,GROUP_007,150,2026-07-09 17:31:11,act,scenario8,249.205638,HAL
77,GROUP_007,148,2026-07-08 12:23:42,act,scenario16,447.763303,GPT-4o-mini
77,GROUP_007,147,2026-07-08 12:12:57,imclerkship,scenario1,523.643995,HAL
62,GROUP_011,145,2026-06-26 05:34:49,dental,scenario5,152.822756,GPT-4o-mini
62,GROUP_011,144,2026-06-26 05:06:54,dental,scenario7,181.107031,GPT-4o-mini
76,GROUP_007,143,2026-06-17 13:40:53,imclerkship,scenario1,212.530176,GPT-4o-mini
76,GROUP_007,142,2026-06-17 09:49:40,act,scenario8,245.518763,HAL
76,GROUP_007,141,2026-06-17 09:41:24,imclerkship,scenario1,166.482501,GPT-4o-mini
62,GROUP_011,140,2026-06-15 06:05:44,act,scenario19,352.855749,GPT-4o-mini
69,GROUP_008,139,2026-06-12 15:50:14,imclerkship,scenario2,602.240232,HAL
65,GROUP_008,138,2026-06-07 21:56:03,act,scenario9,420.565858,HAL
65,GROUP_008,137,2026-06-07 21:39:05,act,scenario8,517.41554,GPT-4o-mini
62,GROUP_011,136,2026-06-05 02:31:35,act,scenario9,298.328585,HAL
54,GROUP_011,134,2026-05-25 19:56:51,act,scenario12,294.838968,GPT-4o-mini
54,GROUP_011,133,2026-05-25 19:44:42,act,scenario9,419.311224,HAL
56,GROUP_005,132,2026-05-25 19:01:45,act,scenario9,602.43186,HAL
56,GROUP_005,131,2026-05-25 18:48:15,act,scenario18,605.752738,GPT-4o-mini
39,GROUP_011,130,2026-05-25 02:35:04,act,scenario17,287.511808,GPT-4o-mini
50,GROUP_014,129,2026-05-21 22:14:44,act,scenario15,22.725317,GPT-4o-mini
48,GROUP_003,128,2026-05-21 21:43:34,dental,scenario5,250.35344,GPT-4o-mini
48,GROUP_003,127,2026-05-21 21:36:59,dental,scenario6,451.418542,HAL
48,GROUP_003,126,2026-05-21 21:26:35,dental,scenario6,429.972977,GPT-4o-mini
48,GROUP_003,125,2026-05-21 21:11:57,dental,scenario4,298.252566,HAL
49,GROUP_005,124,2026-05-21 21:08:45,act,scenario10,300.852164,HAL
49,GROUP_005,123,2026-05-21 21:00:21,act,scenario8,202.077005,GPT-4o-mini
48,GROUP_003,122,2026-05-21 20:59:24,dental,scenario3,266.771818,GPT-4o-mini
47,GROUP_005,121,2026-05-21 17:06:49,act,scenario8,217.338235,HAL
47,GROUP_005,120,2026-05-21 17:01:21,act,scenario9,248.360156,GPT-4o-mini
46,GROUP_013,119,2026-05-21 10:27:15,dental,scenario5,342.83521,GPT-4o-mini
46,GROUP_013,118,2026-05-21 10:16:29,dental,scenario3,403.252289,HAL
39,GROUP_011,117,2026-05-21 05:38:05,act,scenario9,278.986046,GPT-4o-mini
45,GROUP_013,116,2026-05-20 22:26:32,act,scenario18,266.273829,HAL
45,GROUP_013,115,2026-05-20 22:18:51,act,scenario8,201.181118,GPT-4o-mini
45,GROUP_013,114,2026-05-20 22:10:21,act,scenario8,133.763756,HAL
44,GROUP_013,113,2026-05-20 19:17:53,act,scenario16,262.223295,GPT-4o-mini
44,GROUP_013,112,2026-05-20 19:06:50,act,scenario9,436.927816,HAL
17,GROUP_003,111,2026-05-20 18:14:47,dental,scenario24,231.601354,HAL
17,GROUP_003,110,2026-05-20 18:08:54,dental,scenario23,241.74088,GPT-4o-mini
17,GROUP_003,109,2026-05-20 18:01:55,dental,scenario22,152.667826,GPT-4o-mini
17,GROUP_003,108,2026-05-20 17:57:13,dental,scenario21,232.841514,HAL
17,GROUP_003,107,2026-05-20 17:49:51,dental,scenario20,197.471978,HAL
43,GROUP_013,106,2026-05-20 12:04:14,act,scenario9,299.991124,HAL
43,GROUP_013,105,2026-05-20 11:55:12,act,scenario8,190.585064,GPT-4o-mini
32,GROUP_013,104,2026-05-19 20:36:41,act,scenario16,267.057563,GPT-4o-mini
32,GROUP_013,103,2026-05-19 20:29:28,act,scenario9,283.693263,HAL
40,GROUP_013,102,2026-05-19 15:39:45,act,scenario9,441.651461,HAL
40,GROUP_013,101,2026-05-19 12:47:03,act,scenario18,581.042422,GPT-4o-mini
3,GROUP_013,100,2026-05-19 12:25:41,act,scenario18,340.951181,HAL
3,GROUP_013,99,2026-05-19 12:17:21,act,scenario19,326.433503,GPT-4o-mini
39,GROUP_011,98,2026-05-19 10:45:32,act,scenario8,380.667597,HAL
37,GROUP_015,97,2026-05-18 11:49:46,act,scenario9,317.675633,HAL
37,GROUP_015,96,2026-05-18 11:41:49,act,scenario19,397.167028,GPT-4o-mini
35,GROUP_009,95,2026-05-17 17:40:10,act,scenario13,265.028498,HAL
35,GROUP_009,94,2026-05-17 17:22:30,act,scenario16,509.215641,GPT-4o-mini
34,GROUP_011,93,2026-05-17 08:46:43,act,scenario11,379.310198,GPT-4o-mini
34,GROUP_011,92,2026-05-17 08:25:32,act,scenario8,195.128975,GPT-4o-mini
34,GROUP_011,91,2026-05-17 08:15:37,act,scenario8,367.083991,HAL
31,GROUP_009,90,2026-05-14 18:31:42,act,scenario9,518.315972,GPT-4o-mini
31,GROUP_009,89,2026-05-14 18:20:49,act,scenario8,356.797775,HAL
30,GROUP_015,86,2026-05-13 12:47:41,act,scenario9,356.983066,HAL
30,GROUP_015,85,2026-05-13 12:34:58,act,scenario8,312.832718,GPT-4o-mini
28,GROUP_009,83,2026-05-11 22:01:39,act,scenario16,152.081055,HAL
29,GROUP_012,82,2026-05-11 21:15:48,act,scenario9,583.575495,GPT-4o-mini
29,GROUP_012,81,2026-05-11 21:01:15,act,scenario16,239.44482,HAL
28,GROUP_009,80,2026-05-11 20:51:07,act,scenario16,381.80047,GPT-4o-mini
28,GROUP_009,79,2026-05-11 20:40:37,act,scenario9,391.6677,HAL
28,GROUP_009,78,2026-05-11 20:32:14,act,scenario8,307.455983,GPT-4o-mini
27,GROUP_010,77,2026-05-08 14:20:23,act,scenario9,312.166605,GPT-4o-mini
24,GROUP_009,76,2026-05-08 12:04:09,act,scenario9,385.060895,HAL
21,GROUP_009,75,2026-05-08 00:48:04,act,scenario8,603.37908,GPT-4o-mini
21,GROUP_009,74,2026-05-08 00:31:54,act,scenario9,543.549329,HAL
21,GROUP_009,73,2026-05-08 00:20:02,imclerkship,scenario1,484.6712,GPT-4o-mini
19,GROUP_003,72,2026-05-07 21:29:14,dental,scenario7,163.926224,GPT-4o-mini
24,GROUP_009,71,2026-05-07 20:26:20,act,scenario18,474.447604,GPT-4o-mini
25,GROUP_009,70,2026-05-07 20:20:11,act,scenario9,472.834208,HAL
25,GROUP_009,69,2026-05-07 20:05:35,act,scenario8,415.775761,GPT-4o-mini
20,GROUP_009,68,2026-05-07 20:02:45,act,scenario14,303.643285,HAL
23,GROUP_009,67,2026-05-07 19:38:25,act,scenario8,366.539125,HAL
22,GROUP_009,66,2026-05-07 19:38:06,act,scenario11,402.460526,GPT-4o-mini
23,GROUP_009,65,2026-05-07 19:26:07,act,scenario8,482.236817,GPT-4o-mini
22,GROUP_009,64,2026-05-07 19:13:28,act,scenario14,405.95985,HAL
20,GROUP_009,63,2026-05-07 18:21:41,act,scenario8,351.549931,GPT-4o-mini
20,GROUP_009,62,2026-05-07 18:04:59,act,scenario9,296.408658,HAL
19,GROUP_003,61,2026-05-06 22:10:09,dental,scenario6,275.635773,GPT-4o-mini
19,GROUP_003,60,2026-05-06 21:54:48,dental,scenario5,258.533781,GPT-4o-mini
19,GROUP_003,59,2026-05-06 21:46:46,dental,scenario4,259.334979,GPT-4o-mini
19,GROUP_003,58,2026-05-06 21:39:40,dental,scenario3,303.53751,HAL
17,GROUP_003,56,2026-04-30 13:49:53,dental,scenario7,268.318562,HAL
17,GROUP_003,55,2026-04-30 13:41:28,dental,scenario3,197.398558,GPT-4o-mini
17,GROUP_003,54,2026-04-30 13:36:17,dental,scenario4,223.127529,HAL
17,GROUP_003,53,2026-04-30 13:30:04,dental,scenario5,221.721083,GPT-4o-mini
17,GROUP_003,52,2026-04-30 13:20:04,dental,scenario6,301.889396,GPT-4o-mini
17,GROUP_003,51,2026-04-29 19:31:00,dental,scenario6,446.249253,GPT-4o-mini
17,GROUP_003,50,2026-04-29 19:11:19,dental,scenario5,190.615379,HAL
17,GROUP_003,49,2026-04-29 19:02:10,dental,scenario4,290.225644,GPT-4o-mini
17,GROUP_003,48,2026-04-29 18:11:59,dental,scenario3,178.927902,GPT-4o-mini
11,GROUP_011,47,2026-04-29 10:25:57,act,scenario8,273.037924,HAL
14,GROUP_011,46,2026-04-24 03:20:15,act,scenario8,115.287556,HAL
13,GROUP_011,45,2026-04-23 07:03:54,act,scenario14,47.626092,HAL
12,GROUP_011,44,2026-04-23 06:42:47,imclerkship,scenario2,259.260344,GPT-4o-mini
12,GROUP_011,43,2026-04-23 06:33:08,imclerkship,scenario1,270.093009,HAL
11,GROUP_011,42,2026-04-23 03:54:25,act,scenario9,607.385933,GPT-4o-mini
10,GROUP_014,41,2026-04-22 10:05:31,act,scenario19,607.851325,GPT-4o-mini
9,GROUP_004,37,2026-04-18 10:15:44,act,scenario11,537.952405,GPT-4o-mini
9,GROUP_004,36,2026-04-18 09:43:32,act,scenario8,293.501492,HAL
8,GROUP_004,35,2026-04-14 11:21:50,act,scenario8,591.385119,HAL
7,GROUP_004,34,2026-04-13 11:10:36,act,scenario12,325.495486,HAL
7,GROUP_004,33,2026-04-13 11:00:37,act,scenario9,308.604378,GPT-4o-mini
5,GROUP_004,32,2026-04-10 10:26:57,act,scenario11,377.168082,HAL
5,GROUP_004,31,2026-04-10 10:18:07,act,scenario8,322.67274,GPT-4o-mini
